,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,acc_year,acc_month,acc_hr_day,new_date,day_name
196560,A-196562,MapQuest,241.0,2,2016-12-15 14:25:16,2016-12-15 15:09:57,40.735397,-73.974899,0.01,Right lane blocked due to accident on FDR Dr Southbound at Avenue C.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2016-12-15 14:15:00,28.4,23.3,34.0,30.42,,Variable,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,14,2016-12-15,Thursday
196574,A-196576,MapQuest,241.0,3,2016-12-15 16:43:33,2016-12-15 17:28:10,40.851543,-73.95208000000001,0.01,Right lane blocked due to accident on I-95 (upper level) Northbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-15 16:51:00,21.9,11.7,25.0,30.03,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,12,16,2016-12-15,Thursday
196633,A-196635,MapQuest,201.0,2,2016-12-16 06:51:49,2016-12-16 07:21:26,40.790394,-73.936745,0.01,Accident on FDR Dr Northbound at Exit 15 East 107th Street.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2016-12-16 06:51:00,17.1,5.0,54.0,30.37,10.0,WNW,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,12,6,2016-12-16,Friday
196636,A-196638,MapQuest,201.0,2,2016-12-16 07:00:12,2016-12-16 07:30:00,40.782818,-73.943871,0.01,Accident on FDR Dr Southbound at Exit 14 96th St.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-16 06:51:00,17.1,5.0,54.0,30.37,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2016,12,7,2016-12-16,Friday
196692,A-196694,MapQuest,241.0,3,2016-12-16 10:24:23,2016-12-16 10:53:34,40.84584,-73.931061,0.78,Right lane blocked due to accident on I-95 George Washington Bridge Lower Level Southbound between Exit 1 Riverside Dr and Exit 2 Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2016-12-16 10:51:00,19.9,11.1,50.0,30.46,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,10,2016-12-16,Friday
196698,A-196700,MapQuest-Bing,241.0,2,2016-12-16 10:56:18,2016-12-16 11:25:54,40.782818,-73.943871,0.01,Right lane blocked due to accident on FDR Dr Northbound after Exit 14 96th St.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-16 10:51:00,19.9,11.1,50.0,30.46,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,10,2016-12-16,Friday
196740,A-196742,MapQuest,245.0,2,2016-12-16 15:36:57,2016-12-16 16:21:43,40.868728999999995,-73.931107,0.01,Two lanes blocked due to accident on Henry Hudson Pkwy Northbound near Exit 17 Riverside Dr.,,Dyckman St,R,New York,New York,NY,10034,US,US/Eastern,KLGA,2016-12-16 15:51:00,28.0,18.6,39.0,30.42,10.0,SW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,15,2016-12-16,Friday
196767,A-196769,MapQuest,241.0,2,2016-12-16 17:36:50,2016-12-16 18:21:36,40.707687,-74.000076,0.01,Right lane blocked due to accident on FDR Dr Southbound at Exit 2 Brooklyn Bridge.,,FDR Dr S,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2016-12-16 17:35:00,26.6,17.5,55.0,30.45,,SW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2016,12,17,2016-12-16,Friday
196785,A-196787,MapQuest-Bing,241.0,2,2016-12-16 20:38:42,2016-12-16 21:23:29,40.80127,-73.929916,0.01,Right lane blocked due to accident on FDR Dr Northbound at Exits 17 18 19 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2016-12-16 20:51:00,25.0,19.3,46.0,30.39,10.0,Variable,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,20,2016-12-16,Friday
196796,A-196798,MapQuest,245.0,3,2016-12-17 02:55:35,2016-12-17 03:22:51,40.850066999999996,-73.944817,1.0,Two lanes blocked due to accident on i-95 George Washington Bridge Southbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-17 02:51:00,28.9,25.2,51.0,30.3,10.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,2,2016-12-17,Saturday
196893,A-196895,MapQuest,201.0,2,2016-12-18 14:55:48,2016-12-18 15:30:27,40.759762,-73.960991,0.62,Lane blocked due to accident on NY-25 Ed Koch Queensboro Brg Westbound between NY-25 Ed Koch Queensboro Brg and 2nd Ave.,,Ed Koch Queensboro Brg W,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2016-12-18 14:51:00,46.0,41.0,73.0,29.97,10.0,NW,10.4,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,14,2016-12-18,Sunday
196915,A-196917,MapQuest,241.0,2,2016-12-19 06:18:18,2016-12-19 06:47:57,40.735397,-73.974899,0.01,One lane blocked due to accident on FDR Dr Northbound at 23rd St.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2016-12-19 06:15:00,28.4,22.2,59.0,30.44,,Variable,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016,12,6,2016-12-19,Monday
196922,A-196924,MapQuest,201.0,2,2016-12-19 07:01:14,2016-12-19 07:30:57,40.717396,-73.99131,0.01,Accident pedestrian involved on Grand St at Allen St.,,Grand St,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2016-12-19 06:56:00,28.0,20.0,61.0,30.7,,East,8.1,,Clear,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day,2016,12,7,2016-12-19,Monday
196930,A-196932,MapQuest,201.0,2,2016-12-19 07:42:11,2016-12-19 08:12:03,40.718971,-73.974968,0.01,Accident on Houston St at FDR Dr.,592.0,E Houston St,L,New York,New York,NY,10002-1118,US,US/Eastern,KJRB,2016-12-19 07:35:00,28.4,22.2,59.0,30.44,,Variable,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,7,2016-12-19,Monday
196972,A-196974,MapQuest,241.0,3,2016-12-19 10:13:51,2016-12-19 10:43:05,40.84584,-73.931061,0.01,Right lane blocked due to accident on I-95 Trans Manhattan Expy Southbound at Exit 2 Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2016-12-19 09:51:00,25.0,18.1,46.0,30.74,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,10,2016-12-19,Monday
196973,A-196975,MapQuest,201.0,2,2016-12-19 10:28:10,2016-12-19 10:58:03,40.80127,-73.929916,0.01,Accident on FDR Dr at Exits 17 18 19 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2016-12-19 10:51:00,26.1,15.0,43.0,30.73,10.0,North,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,10,2016-12-19,Monday
196987,A-196989,MapQuest,241.0,2,2016-12-19 11:39:08,2016-12-19 12:08:46,40.731255,-73.973656,0.01,Right lane blocked due to accident on FDR Dr Southbound after 20th St.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2016-12-19 11:35:00,32.0,27.5,55.0,30.44,,Variable,4.6,,Clear,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,11,2016-12-19,Monday
197063,A-197065,MapQuest,201.0,2,2016-12-20 04:19:18,2016-12-20 04:48:58,40.765228,-73.951904,0.01,Accident on FDR Dr at Exit 13 71st St.,,FDR Dr N,R,New York,New York,NY,10021,US,US/Eastern,KNYC,2016-12-20 03:51:00,21.9,14.5,46.0,30.62,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,4,2016-12-20,Tuesday
197078,A-197080,MapQuest,241.0,3,2016-12-20 07:05:16,2016-12-20 07:34:20,40.84584,-73.931061,0.78,Lower level center lane blocked due to accident on I-95 George Washington Brg Northbound between Henry Hudson Pkwy and Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2016-12-20 06:51:00,19.9,,62.0,30.6,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,12,7,2016-12-20,Tuesday
197091,A-197093,MapQuest,201.0,2,2016-12-20 07:36:29,2016-12-20 08:06:10,40.710308000000005,-73.988129,0.01,Accident School Bus involved on South St at Jefferson St.,198.0,Jefferson St,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2016-12-20 07:35:00,26.6,21.2,59.0,30.44,,NE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,7,2016-12-20,Tuesday
197198,A-197200,MapQuest,241.0,2,2016-12-20 15:52:02,2016-12-20 16:36:45,40.782818,-73.943871,0.01,Left and center lane blocked due to accident on FDR Dr Southbound at Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-20 15:51:00,32.0,,35.0,30.35,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,15,2016-12-20,Tuesday
197238,A-197240,MapQuest,245.0,2,2016-12-20 19:57:04,2016-12-20 20:41:48,40.735397,-73.974899,0.01,Two lanes blocked due to accident on FDR Dr Southbound at Avenue C.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2016-12-20 19:56:00,33.1,26.1,50.0,30.28,,SW,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016,12,19,2016-12-20,Tuesday
197239,A-197241,MapQuest,241.0,3,2016-12-20 19:57:41,2016-12-20 20:42:18,40.851543,-73.95208000000001,0.01,Right and center lane blocked due to accident on I-95 - lower level Northbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-20 19:51:00,33.1,28.7,40.0,30.25,10.0,WSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,19,2016-12-20,Tuesday
197251,A-197253,MapQuest,201.0,2,2016-12-21 05:12:15,2016-12-21 05:57:05,40.759968,-73.964798,0.01,Accident on 2nd Ave at 58th St.,1108.0,2nd Ave,R,New York,New York,NY,10022-2007,US,US/Eastern,KNYC,2016-12-21 04:51:00,30.0,26.5,56.0,30.11,10.0,West,3.5,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016,12,5,2016-12-21,Wednesday
197261,A-197263,MapQuest,241.0,3,2016-12-21 06:22:30,2016-12-21 06:51:52,40.850066999999996,-73.944817,0.01,Lower level left lane blocked due to accident on I-95 George Washington Brg Northbound at Henry Hudson Pkwy.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-21 06:51:00,30.9,,57.0,30.14,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016,12,6,2016-12-21,Wednesday
197335,A-197337,MapQuest,241.0,3,2016-12-21 10:50:36,2016-12-21 11:19:53,40.84584,-73.931061,0.01,Center lane blocked due to accident on I-95 George Washington Bridge (Lower Level) Northbound near Harlem River Dr.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2016-12-21 10:51:00,36.0,33.3,48.0,30.18,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,10,2016-12-21,Wednesday
197396,A-197398,MapQuest,241.0,3,2016-12-21 19:27:21,2016-12-21 20:11:56,40.851543,-73.95208000000001,0.01,One lane blocked due to accident on I-95 - upper level Southbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-21 19:51:00,39.9,35.1,47.0,30.21,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,19,2016-12-21,Wednesday
197433,A-197435,MapQuest,241.0,3,2016-12-22 06:42:57,2016-12-22 07:11:43,40.850066999999996,-73.944817,1.0,Center lane blocked due to accident on I-95 George Washington Brg (upper level) Northbound between New Jersey and New York.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-22 06:51:00,39.9,36.7,53.0,30.04,10.0,SSE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016,12,6,2016-12-22,Thursday
197519,A-197521,MapQuest,201.0,2,2016-12-22 14:56:27,2016-12-22 15:41:10,40.792259,-73.948425,0.01,Restrictions due to accident on Park Ave around 105th St.,,E 105th St,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2016-12-22 14:51:00,48.9,,35.0,29.93,10.0,WNW,8.1,,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,14,2016-12-22,Thursday
197537,A-197539,MapQuest,241.0,3,2016-12-22 16:44:47,2016-12-22 17:29:22,40.851543,-73.95208000000001,0.01,Left lane blocked due to accident on I-95 - upper level Northbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-22 16:51:00,44.1,39.5,45.0,30.01,10.0,WNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,12,16,2016-12-22,Thursday
197549,A-197551,MapQuest,241.0,2,2016-12-22 17:36:11,2016-12-22 18:20:52,40.754799,-73.962135,0.01,Right lane blocked due to accident on FDR Dr Northbound around Exit 11 53rd St.,,FDR Dr S,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2016-12-22 17:51:00,43.0,38.2,49.0,30.04,10.0,WNW,8.1,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016,12,17,2016-12-22,Thursday
197579,A-197581,MapQuest,201.0,3,2016-12-22 19:45:15,2016-12-22 20:29:49,40.851543,-73.95208000000001,0.01,Accident on I-95 - lower level Northbound after I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-22 19:51:00,41.0,34.7,53.0,30.09,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,19,2016-12-22,Thursday
197584,A-197586,MapQuest,241.0,3,2016-12-22 20:17:53,2016-12-22 21:02:31,40.851543,-73.95208000000001,0.01,2 right lane blocked due to accident on I-95 - upper level Southbound around I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-22 19:51:00,41.0,34.7,53.0,30.09,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,20,2016-12-22,Thursday
197671,A-197673,MapQuest,201.0,2,2016-12-23 11:42:34,2016-12-23 12:12:13,40.82164,-73.939072,0.01,Accident pedestrian and bus involved on Adam Clayton Powell Jr Blvd both ways at 145th St.,201.0,W 145th St,R,New York,New York,NY,10039-4001,US,US/Eastern,KNYC,2016-12-23 11:51:00,44.1,40.8,45.0,30.4,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,11,2016-12-23,Friday
197709,A-197711,MapQuest-Bing,241.0,2,2016-12-23 14:56:03,2016-12-23 15:40:24,40.830684999999995,-73.935013,0.01,Left and center lane blocked and queueing traffic due to accident on Harlem River Dr Northbound near Exit 23 Frederick Douglass Blvd.,,Harlem River Dr N,R,New York,New York,NY,10039,US,US/Eastern,KNYC,2016-12-23 14:51:00,46.0,43.1,42.0,30.39,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,14,2016-12-23,Friday
197717,A-197719,MapQuest,241.0,2,2016-12-23 15:36:57,2016-12-23 16:21:36,40.815041,-73.934212,0.01,Right lane blocked due to accident on Harlem River Dr Northbound before Exit 22 5th Ave.,,Harlem River Dr N,R,New York,New York,NY,10037,US,US/Eastern,KNYC,2016-12-23 15:51:00,45.0,41.8,44.0,30.4,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,15,2016-12-23,Friday
197719,A-197721,MapQuest,241.0,2,2016-12-23 15:49:43,2016-12-23 16:34:25,40.782818,-73.943871,0.01,Left lane blocked due to accident on FDR Dr Northbound at Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-23 15:51:00,45.0,41.8,44.0,30.4,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,12,15,2016-12-23,Friday
197804,A-197806,MapQuest,201.0,3,2016-12-24 15:53:23,2016-12-24 16:38:05,40.849827000000005,-73.943115,0.01,Accident on I-95 George Washington Brg Southbound at Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-24 15:51:00,46.0,44.8,79.0,30.1,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,15,2016-12-24,Saturday
197825,A-197827,MapQuest-Bing,201.0,2,2016-12-25 10:05:00,2016-12-25 10:34:25,40.726696000000004,-73.972008,0.01,Accident on FDR Dr Southbound at 14th St.,,FDR Dr S,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2016-12-25 09:56:00,45.0,43.5,58.0,30.47,,WSW,3.5,,Clear,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,10,2016-12-25,Sunday
197834,A-197836,MapQuest,247.0,2,2016-12-25 16:36:56,2016-12-25 17:06:10,40.735207,-73.991714,0.01,Delays due to accident on 14th St at Union Sq.,41.0,E 14th St,L,New York,New York,NY,10003-3106,US,US/Eastern,KJRB,2016-12-25 16:35:00,50.0,,54.0,30.43,,NE,10.4,,Clear,True,False,False,False,False,False,True,False,True,False,False,True,False,Night,Day,Day,Day,2016,12,16,2016-12-25,Sunday
197849,A-197851,MapQuest,245.0,2,2016-12-26 07:14:34,2016-12-26 07:52:00,40.760684999999995,-73.956726,0.01,Two lanes blocked due to accident on FDR Dr Southbound at Exit 12 61st St.,,FDR Dr S,R,New York,New York,NY,10065,US,US/Eastern,KNYC,2016-12-26 06:51:00,33.1,26.9,61.0,30.72,10.0,East,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,12,7,2016-12-26,Monday
197904,A-197906,MapQuest,201.0,2,2016-12-27 06:28:19,2016-12-27 06:58:05,40.718464000000004,-73.99479699999999,0.01,Accident on Bowery both ways at Grand St.,120.0,Bowery,L,New York,New York,NY,10013-4727,US,US/Eastern,KJRB,2016-12-27 06:35:00,53.6,,88.0,30.42,,West,13.8,,Overcast,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016,12,6,2016-12-27,Tuesday
197918,A-197920,MapQuest,241.0,2,2016-12-27 08:19:57,2016-12-27 08:49:32,40.817947,-73.961731,0.01,Right lane blocked due to accident on Henry Hudson Pkwy Northbound at 125th St.,92.0,Saint Clair Pl,L,New York,New York,NY,10027-2332,US,US/Eastern,KNYC,2016-12-27 07:51:00,57.0,,81.0,29.83,10.0,Calm,,,Overcast,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,8,2016-12-27,Tuesday
198033,A-198035,MapQuest,241.0,2,2016-12-27 17:52:32,2016-12-27 18:37:16,40.782818,-73.943871,0.01,Right lane blocked due to accident on FDR Dr Southbound after Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-27 17:51:00,55.9,,37.0,29.83,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2016,12,17,2016-12-27,Tuesday
198052,A-198054,MapQuest,201.0,2,2016-12-27 21:29:09,2016-12-27 21:58:02,40.778884999999995,-73.943268,0.01,Right lane blocked due to accident on FDR Dr Northbound near FDR Dr / 91st St.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-12-27 21:51:00,43.0,37.7,56.0,29.93,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,12,21,2016-12-27,Tuesday
198101,A-198103,MapQuest,241.0,3,2016-12-28 11:40:43,2016-12-28 12:10:09,40.84584,-73.931061,0.78,Right lane blocked due to accident on I-95 George Washington Bridge (Lower Level) Northbound between Exit 1 Riverside Dr and Exit 2 Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2016-12-28 11:51:00,39.0,,55.0,30.12,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,11,2016-12-28,Wednesday
198115,A-198117,MapQuest,201.0,3,2016-12-28 13:32:58,2016-12-28 14:17:32,40.851543,-73.95208000000001,0.01,Accident on I-95 - upper level Southbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-12-28 13:51:00,39.0,34.8,46.0,30.11,10.0,Variable,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,12,13,2016-12-28,Wednesday
